region_1,region_2,technology_1,technology_2,parameter,value
DE,DE80,ror,,capaConvLow,0.002977
DE,DE91,ror,,capaConvLow,0.044780664
DE,DE13,ror,,capaConvLow,0.301251252
DE,DE24,ror,,capaConvLow,0.034058114
DE,DE27,ror,,capaConvLow,0.527639478
DE,DE14,ror,,capaConvLow,0.060695011
DE,DE11,wind_onshore,onshore_a,capaConvLow,0.837045943
DE,DE12,wind_onshore,onshore_a,capaConvLow,0.18013705
DE,DE13,wind_onshore,onshore_a,capaConvLow,0.2297851
DE,DE14,wind_onshore,onshore_a,capaConvLow,0.12288682
DE,DE21,wind_onshore,onshore_a,capaConvLow,0.17194183
DE,DE22,wind_onshore,onshore_a,capaConvLow,0.03345739
DE,DE23,wind_onshore,onshore_a,capaConvLow,0.26555175
DE,DE24,wind_onshore,onshore_a,capaConvLow,0.54899266
DE,DE25,wind_onshore,onshore_a,capaConvLow,0.445368025
DE,DE26,wind_onshore,onshore_a,capaConvLow,0.45699511
DE,DE27,wind_onshore,onshore_a,capaConvLow,0.15888123
DE,DE30,wind_onshore,onshore_a,capaConvLow,0.0123712
DE,DE40,wind_onshore,onshore_a,capaConvLow,4.9008666
DE,DE50,wind_onshore,onshore_a,capaConvLow,0.162409
DE,DE50,wind_onshore,onshore_b,capaConvLow,0.162409
DE,DE60,wind_onshore,onshore_a,capaConvLow,0.0901512
DE,DE71,wind_onshore,onshore_a,capaConvLow,0.4085545
DE,DE72,wind_onshore,onshore_a,capaConvLow,0.77167335
DE,DE73,wind_onshore,onshore_a,capaConvLow,0.56195285
DE,DE80,wind_onshore,onshore_a,capaConvLow,2.50244025
DE,DE91,wind_onshore,onshore_a,capaConvLow,0.6954745
DE,DE92,wind_onshore,onshore_a,capaConvLow,1.428428
DE,DE93,wind_onshore,onshore_a,capaConvLow,2.2808954
DE,DE94,wind_onshore,onshore_a,capaConvLow,4.4112928
DE,DEA1,wind_onshore,onshore_a,capaConvLow,0.384526041
DE,DEA1,wind_onshore,onshore_b,capaConvLow,1.60438604
DE,DEA2,wind_onshore,onshore_a,capaConvLow,1.0572966
DE,DEA3,wind_onshore,onshore_a,capaConvLow,1.476643
DE,DEA4,wind_onshore,onshore_a,capaConvLow,1.2910142
DE,DEA5,wind_onshore,onshore_a,capaConvLow,0.743568467
DE,DEB1,wind_onshore,onshore_a,capaConvLow,1.2315043
DE,DEB2,wind_onshore,onshore_a,capaConvLow,0.840825
DE,DEB3,wind_onshore,onshore_a,capaConvLow,1.184875702
DE,DEC0_,wind_onshore,onshore_a,capaConvLow,0.3542924
DE,DED2,wind_onshore,onshore_a,capaConvLow,0.4420371
DE,DED4,wind_onshore,onshore_a,capaConvLow,0.3740571
DE,DED5,wind_onshore,onshore_a,capaConvLow,0.17987073
DE,DEE0,wind_onshore,onshore_a,capaConvLow,4.0110601
DE,DEF0,wind_onshore,onshore_a,capaConvLow,3.071039
DE,DEF0,wind_onshore,onshore_b,capaConvLow,2.5787984
DE,DEG0,wind_onshore,onshore_a,capaConvLow,1.1329486
DE,DE11,rooftop,rooftop_a,capaConvLow,0.455372353
DE,DE11,rooftop,rooftop_b,capaConvLow,1.448656981
DE,DE12,rooftop,rooftop_a,capaConvLow,1.077882563
DE,DE13,rooftop,rooftop_a,capaConvLow,1.195408532
DE,DE14,rooftop,rooftop_a,capaConvLow,1.21144334
DE,DE14,rooftop,rooftop_b,capaConvLow,0.318529285
DE,DE21,rooftop,rooftop_a,capaConvLow,2.519455976
DE,DE22,rooftop,rooftop_a,capaConvLow,0.358030783
DE,DE22,rooftop,rooftop_b,capaConvLow,0.86908423
DE,DE22,rooftop,rooftop_c,capaConvLow,1.481545691
DE,DE23,rooftop,rooftop_a,capaConvLow,0.696411084
DE,DE23,rooftop,rooftop_b,capaConvLow,0.609472692
DE,DE24,rooftop,rooftop_a,capaConvLow,0.857314005
DE,DE25,rooftop,rooftop_a,capaConvLow,1.268093699
DE,DE26,rooftop,rooftop_a,capaConvLow,1.215547745
DE,DE27,rooftop,rooftop_a,capaConvLow,0.687592198
DE,DE27,rooftop,rooftop_b,capaConvLow,1.544439347
DE,DE30,rooftop,rooftop_a,capaConvLow,0.098149081
DE,DE40,rooftop,rooftop_a,capaConvLow,3.512665613
DE,DE50,rooftop,rooftop_a,capaConvLow,0.042399671
DE,DE60,rooftop,rooftop_a,capaConvLow,0.045511743
DE,DE71,rooftop,rooftop_a,capaConvLow,0.711525051
DE,DE72,rooftop,rooftop_a,capaConvLow,0.47026188
DE,DE73,rooftop,rooftop_a,capaConvLow,0.671345843
DE,DE73,rooftop,rooftop_b,capaConvLow,0.149269125
DE,DE80,rooftop,rooftop_a,capaConvLow,1.189736025
DE,DE80,rooftop,rooftop_b,capaConvLow,0.528766762
DE,DE91,rooftop,rooftop_a,capaConvLow,0.45995315
DE,DE92,rooftop,rooftop_a,capaConvLow,0.692485183
DE,DE93,rooftop,rooftop_a,capaConvLow,0.713639089
DE,DE94,rooftop,rooftop_a,capaConvLow,2.006876248
DE,DEA1,rooftop,rooftop_a,capaConvLow,0.862642082
DE,DEA2,rooftop,rooftop_a,capaConvLow,0.806192192
DE,DEA3,rooftop,rooftop_a,capaConvLow,0.635503687
DE,DEA3,rooftop,rooftop_b,capaConvLow,0.75069151
DE,DEA4,rooftop,rooftop_a,capaConvLow,0.803344166
DE,DEA4,rooftop,rooftop_b,capaConvLow,0.2254049
DE,DEA5,rooftop,rooftop_a,capaConvLow,0.756074045
DE,DEB1,rooftop,rooftop_a,capaConvLow,0.725997767
DE,DEB2,rooftop,rooftop_a,capaConvLow,0.187761283
DE,DEB2,rooftop,rooftop_b,capaConvLow,0.335948219
DE,DEB3,rooftop,rooftop_a,capaConvLow,0.782770507
DE,DEB3,rooftop,rooftop_b,capaConvLow,0.114707828
DE,DEC0_,rooftop,rooftop_a,capaConvLow,0.319618077
DE,DEC0_,rooftop,rooftop_b,capaConvLow,0.135945751
DE,DED2,rooftop,rooftop_a,capaConvLow,0.77957928
DE,DED4,rooftop,rooftop_a,capaConvLow,0.5156769
DE,DED5,rooftop,rooftop_a,capaConvLow,0.551325372
DE,DEE0,rooftop,rooftop_a,capaConvLow,1.055402003
DE,DEE0,rooftop,rooftop_b,capaConvLow,1.360579559
DE,DEF0,rooftop,rooftop_a,capaConvLow,1.59591763
DE,DEG0,rooftop,rooftop_a,capaConvLow,1.01688458
DE,DEG0,rooftop,rooftop_b,capaConvLow,0.391450795
DE,DE11,openspace,openspace_a,capaConvLow,0.001181925
DE,DE13,openspace,openspace_a,capaConvLow,0.00051711
DE,DE14,openspace,openspace_a,capaConvLow,0.00025116
DE,DE21,openspace,openspace_a,capaConvLow,0.00573633
DE,DE22,openspace,openspace_a,capaConvLow,0.01430046
DE,DE23,openspace,openspace_a,capaConvLow,0.002244425
DE,DE24,openspace,openspace_a,capaConvLow,0.00074844
DE,DE25,openspace,openspace_a,capaConvLow,0.01010818
DE,DE26,openspace,openspace_a,capaConvLow,0.0086065
DE,DE27,openspace,openspace_a,capaConvLow,0.003495605
DE,DE40,openspace,openspace_a,capaConvLow,0.07749606
DE,DE71,openspace,openspace_a,capaConvLow,0.00188618
DE,DE72,openspace,openspace_a,capaConvLow,0.0014523
DE,DE73,openspace,openspace_a,capaConvLow,0.004556845
DE,DE80,openspace,openspace_a,capaConvLow,0.0158413
DE,DE92,openspace,openspace_a,capaConvLow,0.00149765
DE,DE93,openspace,openspace_a,capaConvLow,0.000748
DE,DE94,openspace,openspace_a,capaConvLow,0.000748
DE,DEA3,openspace,openspace_a,capaConvLow,0.00149744
DE,DEA4,openspace,openspace_a,capaConvLow,0.000749995
DE,DEA5,openspace,openspace_a,capaConvLow,0.001455795
DE,DEB1,openspace,openspace_a,capaConvLow,0.00179368
DE,DEB2,openspace,openspace_a,capaConvLow,0.00737262
DE,DED2,openspace,openspace_a,capaConvLow,0.01399797
DE,DED4,openspace,openspace_a,capaConvLow,0.0038495
DE,DED5,openspace,openspace_a,capaConvLow,0.007068625
DE,DEE0,openspace,openspace_a,capaConvLow,0.037475065
DE,DEF0,openspace,openspace_a,capaConvLow,0.01550722
DE,DEG0,openspace,openspace_a,capaConvLow,0.01268401
DE,DE80,wind_offshore,offshore_a,capaConvLow,1.858935429
DE,DE94,wind_offshore,offshore_a,capaConvLow,1.404676
DE,DEF0,wind_offshore,offshore_a,capaConvLow,4.445568
